GBN b 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "GBN-B.log", TCP port 59144, debug mask 0x00
Station B is connecting station A (TCP port 59144) ... Done.
New epoch: Sat May 20 15:41:07 2017
=========================================================================
Designed by LXS, build: May 20 2017  13:12:58
2.577 .... 8 packets received, 7754 bps, 96.92%, Err 0 (0.0e+000)
95.908 .... 338 packets received, 7253 bps, 90.66%, Err 9 (1.2e-005)
98.011 .... 346 packets received, 7264 bps, 90.80%, Err 9 (1.2e-005)
100.128 .... 354 packets received, 7274 bps, 90.93%, Err 9 (1.1e-005)
102.261 .... 362 packets received, 7283 bps, 91.04%, Err 9 (1.1e-005)
104.349 .... 370 packets received, 7294 bps, 91.18%, Err 9 (1.1e-005)
106.484 .... 378 packets received, 7302 bps, 91.27%, Err 9 (1.1e-005)
108.588 .... 386 packets received, 7311 bps, 91.39%, Err 9 (1.0e-005)
110.707 .... 394 packets received, 7319 bps, 91.49%, Err 9 (1.0e-005)
112.793 .... 402 packets received, 7329 bps, 91.62%, Err 9 (1.0e-005)
114.926 .... 410 packets received, 7336 bps, 91.70%, Err 9 (9.9e-006)
118.119 .... 418 packets received, 7276 bps, 90.95%, Err 10 (1.1e-005)
120.223 .... 426 packets received, 7285 bps, 91.06%, Err 10 (1.1e-005)
122.321 .... 434 packets received, 7294 bps, 91.18%, Err 10 (1.0e-005)
124.439 .... 442 packets received, 7302 bps, 91.27%, Err 10 (1.0e-005)
126.539 .... 450 packets received, 7310 bps, 91.37%, Err 10 (1.0e-005)
128.661 .... 458 packets received, 7317 bps, 91.46%, Err 10 (9.8e-006)
130.747 .... 466 packets received, 7325 bps, 91.57%, Err 10 (9.7e-006)
132.882 .... 474 packets received, 7331 bps, 91.64%, Err 10 (9.5e-006)
134.986 .... 482 packets received, 7338 bps, 91.73%, Err 10 (9.3e-006)
137.103 .... 490 packets received, 7344 bps, 91.80%, Err 10 (9.2e-006)
140.274 .... 498 packets received, 7295 bps, 91.19%, Err 11 (9.9e-006)
142.391 .... 506 packets received, 7302 bps, 91.27%, Err 11 (9.7e-006)
144.495 .... 514 packets received, 7309 bps, 91.36%, Err 11 (9.6e-006)
146.615 .... 522 packets received, 7315 bps, 91.43%, Err 11 (9.5e-006)
148.727 .... 526 packets received, 7266 bps, 90.82%, Err 12 (1.0e-005)
150.813 .... 534 packets received, 7274 bps, 90.92%, Err 12 (1.0e-005)
152.934 .... 542 packets received, 7280 bps, 91.00%, Err 12 (9.9e-006)
155.051 .... 550 packets received, 7287 bps, 91.08%, Err 12 (9.8e-006)
157.170 .... 558 packets received, 7293 bps, 91.16%, Err 12 (9.6e-006)
159.287 .... 566 packets received, 7298 bps, 91.23%, Err 12 (9.5e-006)
161.390 .... 570 packets received, 7254 bps, 90.68%, Err 13 (1.0e-005)
163.509 .... 578 packets received, 7260 bps, 90.75%, Err 13 (1.0e-005)
165.595 .... 586 packets received, 7268 bps, 90.85%, Err 13 (9.9e-006)
167.729 .... 594 packets received, 7273 bps, 90.91%, Err 13 (9.8e-006)
169.863 .... 602 packets received, 7278 bps, 90.98%, Err 13 (9.6e-006)
171.935 .... 610 packets received, 7286 bps, 91.07%, Err 13 (9.5e-006)
174.315 .... 615 packets received, 7245 bps, 90.56%, Err 14 (1.0e-005)
176.451 .... 623 packets received, 7250 bps, 90.62%, Err 14 (1.0e-005)
178.553 .... 631 packets received, 7256 bps, 90.71%, Err 14 (9.9e-006)
180.684 .... 639 packets received, 7262 bps, 90.77%, Err 14 (9.8e-006)
182.788 .... 647 packets received, 7268 bps, 90.84%, Err 14 (9.6e-006)
184.903 .... 651 packets received, 7229 bps, 90.36%, Err 15 (1.0e-005)
187.007 .... 659 packets received, 7235 bps, 90.44%, Err 15 (1.0e-005)
189.109 .... 667 packets received, 7241 bps, 90.51%, Err 15 (1.0e-005)
191.242 .... 675 packets received, 7246 bps, 90.58%, Err 15 (9.9e-006)
193.361 .... 683 packets received, 7251 bps, 90.64%, Err 15 (9.8e-006)
195.465 .... 691 packets received, 7257 bps, 90.72%, Err 15 (9.7e-006)
197.571 .... 699 packets received, 7263 bps, 90.79%, Err 15 (9.6e-006)
199.672 .... 707 packets received, 7268 bps, 90.86%, Err 15 (9.5e-006)
201.789 .... 715 packets received, 7273 bps, 90.92%, Err 15 (9.4e-006)
203.890 .... 723 packets received, 7279 bps, 90.99%, Err 15 (9.3e-006)
206.007 .... 731 packets received, 7284 bps, 91.04%, Err 15 (9.2e-006)
208.660 .... 737 packets received, 7250 bps, 90.62%, Err 16 (9.6e-006)
210.763 .... 741 packets received, 7216 bps, 90.20%, Err 17 (1.0e-005)
212.913 .... 749 packets received, 7220 bps, 90.25%, Err 17 (1.0e-005)
215.015 .... 757 packets received, 7226 bps, 90.32%, Err 17 (9.9e-006)
217.119 .... 765 packets received, 7231 bps, 90.39%, Err 18 (1.0e-005)
219.238 .... 773 packets received, 7236 bps, 90.45%, Err 18 (1.0e-005)
222.425 .... 781 packets received, 7206 bps, 90.08%, Err 19 (1.1e-005)
224.544 .... 789 packets received, 7211 bps, 90.14%, Err 19 (1.1e-005)
226.755 .... 795 packets received, 7195 bps, 89.94%, Err 19 (1.1e-005)
228.871 .... 803 packets received, 7200 bps, 90.00%, Err 19 (1.0e-005)
230.988 .... 811 packets received, 7205 bps, 90.06%, Err 19 (1.0e-005)
233.090 .... 819 packets received, 7210 bps, 90.13%, Err 19 (1.0e-005)
235.255 .... 826 packets received, 7205 bps, 90.06%, Err 19 (1.0e-005)
237.358 .... 834 packets received, 7210 bps, 90.13%, Err 19 (1.0e-005)
239.475 .... 842 packets received, 7215 bps, 90.18%, Err 19 (1.0e-005)
241.612 .... 850 packets received, 7219 bps, 90.24%, Err 19 (9.9e-006)
243.731 .... 858 packets received, 7223 bps, 90.29%, Err 19 (9.8e-006)
245.850 .... 866 packets received, 7228 bps, 90.35%, Err 19 (9.7e-006)
248.761 .... 872 packets received, 7192 bps, 89.91%, Err 20 (1.0e-005)
250.894 .... 880 packets received, 7197 bps, 89.96%, Err 20 (1.0e-005)
252.997 .... 888 packets received, 7202 bps, 90.02%, Err 20 (1.0e-005)
255.132 .... 896 packets received, 7205 bps, 90.07%, Err 20 (9.9e-006)
258.611 .... 903 packets received, 7164 bps, 89.55%, Err 21 (1.0e-005)
260.730 .... 911 packets received, 7169 bps, 89.61%, Err 21 (1.0e-005)
262.852 .... 919 packets received, 7173 bps, 89.66%, Err 21 (1.0e-005)
264.957 .... 927 packets received, 7178 bps, 89.72%, Err 21 (1.0e-005)
267.062 .... 935 packets received, 7183 bps, 89.78%, Err 21 (9.9e-006)
269.215 .... 942 packets received, 7178 bps, 89.73%, Err 21 (9.8e-006)
271.321 .... 950 packets received, 7183 bps, 89.79%, Err 21 (9.8e-006)
273.435 .... 958 packets received, 7188 bps, 89.84%, Err 21 (9.7e-006)
275.583 .... 965 packets received, 7184 bps, 89.79%, Err 21 (9.6e-006)
277.687 .... 973 packets received, 7188 bps, 89.85%, Err 21 (9.6e-006)
279.805 .... 981 packets received, 7192 bps, 89.90%, Err 21 (9.5e-006)
281.893 .... 989 packets received, 7197 bps, 89.96%, Err 21 (9.4e-006)
284.013 .... 997 packets received, 7201 bps, 90.01%, Err 21 (9.3e-006)
286.133 .... 1005 packets received, 7205 bps, 90.06%, Err 21 (9.3e-006)
288.265 .... 1013 packets received, 7209 bps, 90.11%, Err 21 (9.2e-006)
290.368 .... 1021 packets received, 7213 bps, 90.16%, Err 21 (9.1e-006)
292.454 .... 1029 packets received, 7217 bps, 90.22%, Err 21 (9.1e-006)
294.590 .... 1037 packets received, 7221 bps, 90.26%, Err 21 (9.0e-006)
296.691 .... 1045 packets received, 7225 bps, 90.31%, Err 21 (8.9e-006)
298.788 .... 1053 packets received, 7229 bps, 90.36%, Err 21 (8.9e-006)
300.905 .... 1061 packets received, 7232 bps, 90.41%, Err 21 (8.8e-006)
303.039 .... 1069 packets received, 7236 bps, 90.45%, Err 21 (8.7e-006)
305.128 .... 1077 packets received, 7240 bps, 90.50%, Err 21 (8.7e-006)
308.841 .... 1085 packets received, 7206 bps, 90.07%, Err 22 (9.0e-006)
310.944 .... 1093 packets received, 7210 bps, 90.12%, Err 22 (8.9e-006)
313.050 .... 1101 packets received, 7214 bps, 90.17%, Err 22 (8.9e-006)
315.167 .... 1109 packets received, 7217 bps, 90.21%, Err 22 (8.8e-006)
317.826 .... 1115 packets received, 7195 bps, 89.94%, Err 23 (9.1e-006)
319.958 .... 1119 packets received, 7173 bps, 89.66%, Err 24 (9.5e-006)
322.046 .... 1127 packets received, 7177 bps, 89.72%, Err 24 (9.4e-006)
324.164 .... 1135 packets received, 7181 bps, 89.76%, Err 24 (9.3e-006)
326.269 .... 1139 packets received, 7160 bps, 89.50%, Err 25 (9.7e-006)
328.390 .... 1147 packets received, 7163 bps, 89.54%, Err 25 (9.6e-006)
330.494 .... 1155 packets received, 7167 bps, 89.59%, Err 25 (9.5e-006)
332.614 .... 1163 packets received, 7171 bps, 89.64%, Err 25 (9.5e-006)
334.718 .... 1167 packets received, 7150 bps, 89.38%, Err 26 (9.8e-006)
336.852 .... 1175 packets received, 7154 bps, 89.42%, Err 26 (9.7e-006)
338.938 .... 1183 packets received, 7158 bps, 89.47%, Err 26 (9.7e-006)
341.042 .... 1191 packets received, 7162 bps, 89.52%, Err 26 (9.6e-006)
343.162 .... 1199 packets received, 7165 bps, 89.57%, Err 26 (9.6e-006)
345.803 .... 1205 packets received, 7146 bps, 89.33%, Err 27 (9.8e-006)
347.923 .... 1213 packets received, 7150 bps, 89.37%, Err 27 (9.8e-006)
350.044 .... 1221 packets received, 7153 bps, 89.41%, Err 27 (9.7e-006)
352.148 .... 1229 packets received, 7157 bps, 89.46%, Err 27 (9.7e-006)
354.269 .... 1237 packets received, 7160 bps, 89.50%, Err 27 (9.6e-006)
356.373 .... 1245 packets received, 7164 bps, 89.55%, Err 27 (9.5e-006)
358.482 .... 1253 packets received, 7168 bps, 89.60%, Err 27 (9.5e-006)
360.583 .... 1261 packets received, 7171 bps, 89.64%, Err 27 (9.4e-006)
362.689 .... 1269 packets received, 7175 bps, 89.69%, Err 27 (9.4e-006)
364.828 .... 1277 packets received, 7178 bps, 89.72%, Err 27 (9.3e-006)
366.929 .... 1285 packets received, 7181 bps, 89.77%, Err 27 (9.3e-006)
370.092 .... 1293 packets received, 7164 bps, 89.55%, Err 28 (9.5e-006)
372.204 .... 1301 packets received, 7168 bps, 89.59%, Err 28 (9.5e-006)
374.327 .... 1309 packets received, 7171 bps, 89.63%, Err 28 (9.4e-006)
376.472 .... 1317 packets received, 7173 bps, 89.67%, Err 28 (9.4e-006)
378.567 .... 1325 packets received, 7177 bps, 89.71%, Err 28 (9.3e-006)
380.676 .... 1333 packets received, 7180 bps, 89.75%, Err 28 (9.3e-006)
382.769 .... 1341 packets received, 7184 bps, 89.80%, Err 28 (9.2e-006)
384.896 .... 1349 packets received, 7187 bps, 89.83%, Err 28 (9.2e-006)
387.006 .... 1357 packets received, 7190 bps, 89.87%, Err 28 (9.1e-006)
389.635 .... 1363 packets received, 7173 bps, 89.66%, Err 29 (9.4e-006)
392.842 .... 1371 packets received, 7156 bps, 89.45%, Err 30 (9.6e-006)
394.936 .... 1379 packets received, 7159 bps, 89.49%, Err 30 (9.6e-006)
397.043 .... 1387 packets received, 7163 bps, 89.53%, Err 30 (9.5e-006)
399.154 .... 1395 packets received, 7166 bps, 89.57%, Err 30 (9.5e-006)
401.262 .... 1403 packets received, 7169 bps, 89.61%, Err 30 (9.4e-006)
403.401 .... 1411 packets received, 7172 bps, 89.65%, Err 30 (9.4e-006)
405.481 .... 1419 packets received, 7175 bps, 89.69%, Err 30 (9.3e-006)
407.608 .... 1427 packets received, 7178 bps, 89.73%, Err 30 (9.3e-006)
409.703 .... 1435 packets received, 7181 bps, 89.77%, Err 30 (9.2e-006)
411.812 .... 1439 packets received, 7164 bps, 89.56%, Err 31 (9.5e-006)
413.953 .... 1447 packets received, 7167 bps, 89.59%, Err 31 (9.4e-006)
416.079 .... 1455 packets received, 7170 bps, 89.62%, Err 31 (9.4e-006)
418.182 .... 1463 packets received, 7173 bps, 89.66%, Err 31 (9.3e-006)
420.311 .... 1471 packets received, 7175 bps, 89.69%, Err 31 (9.3e-006)
422.429 .... 1479 packets received, 7178 bps, 89.73%, Err 31 (9.2e-006)
424.525 .... 1487 packets received, 7181 bps, 89.77%, Err 31 (9.2e-006)
426.649 .... 1491 packets received, 7165 bps, 89.56%, Err 32 (9.4e-006)
429.023 .... 1496 packets received, 7149 bps, 89.36%, Err 33 (9.7e-006)
431.133 .... 1504 packets received, 7152 bps, 89.40%, Err 33 (9.6e-006)
433.275 .... 1512 packets received, 7155 bps, 89.43%, Err 33 (9.6e-006)
435.376 .... 1520 packets received, 7158 bps, 89.47%, Err 33 (9.5e-006)
437.503 .... 1528 packets received, 7160 bps, 89.50%, Err 33 (9.5e-006)
439.612 .... 1536 packets received, 7163 bps, 89.54%, Err 33 (9.4e-006)
441.723 .... 1544 packets received, 7166 bps, 89.58%, Err 34 (9.7e-006)
443.818 .... 1552 packets received, 7169 bps, 89.62%, Err 34 (9.6e-006)
445.961 .... 1560 packets received, 7171 bps, 89.64%, Err 34 (9.6e-006)
448.065 .... 1564 packets received, 7156 bps, 89.45%, Err 36 (1.0e-005)
450.186 .... 1572 packets received, 7159 bps, 89.48%, Err 36 (1.0e-005)
452.311 .... 1580 packets received, 7161 bps, 89.52%, Err 36 (1.0e-005)
454.411 .... 1588 packets received, 7164 bps, 89.55%, Err 36 (1.0e-005)
456.529 .... 1596 packets received, 7167 bps, 89.59%, Err 36 (9.9e-006)
459.712 .... 1604 packets received, 7153 bps, 89.41%, Err 37 (1.0e-005)
461.817 .... 1612 packets received, 7156 bps, 89.45%, Err 37 (1.0e-005)
463.936 .... 1620 packets received, 7158 bps, 89.48%, Err 37 (1.0e-005)
466.051 .... 1624 packets received, 7144 bps, 89.29%, Err 39 (1.1e-005)
468.186 .... 1632 packets received, 7146 bps, 89.32%, Err 39 (1.0e-005)
470.305 .... 1640 packets received, 7149 bps, 89.36%, Err 40 (1.1e-005)
473.225 .... 1643 packets received, 7117 bps, 88.97%, Err 41 (1.1e-005)
475.327 .... 1651 packets received, 7120 bps, 89.01%, Err 41 (1.1e-005)
477.445 .... 1659 packets received, 7123 bps, 89.04%, Err 41 (1.1e-005)
479.565 .... 1667 packets received, 7126 bps, 89.07%, Err 41 (1.1e-005)
481.666 .... 1675 packets received, 7129 bps, 89.11%, Err 41 (1.1e-005)
483.798 .... 1683 packets received, 7131 bps, 89.14%, Err 41 (1.1e-005)
485.914 .... 1691 packets received, 7134 bps, 89.17%, Err 41 (1.1e-005)
488.002 .... 1699 packets received, 7137 bps, 89.21%, Err 41 (1.1e-005)
490.122 .... 1707 packets received, 7140 bps, 89.24%, Err 41 (1.1e-005)
492.242 .... 1715 packets received, 7142 bps, 89.28%, Err 41 (1.0e-005)
494.346 .... 1723 packets received, 7145 bps, 89.31%, Err 41 (1.0e-005)
496.449 .... 1731 packets received, 7148 bps, 89.34%, Err 41 (1.0e-005)
498.583 .... 1739 packets received, 7150 bps, 89.37%, Err 41 (1.0e-005)
500.702 .... 1747 packets received, 7152 bps, 89.40%, Err 41 (1.0e-005)
502.790 .... 1751 packets received, 7139 bps, 89.24%, Err 42 (1.1e-005)
504.939 .... 1759 packets received, 7141 bps, 89.26%, Err 42 (1.0e-005)
507.026 .... 1767 packets received, 7144 bps, 89.30%, Err 42 (1.0e-005)
509.131 .... 1775 packets received, 7147 bps, 89.33%, Err 42 (1.0e-005)
511.234 .... 1783 packets received, 7149 bps, 89.36%, Err 42 (1.0e-005)
513.366 .... 1791 packets received, 7151 bps, 89.39%, Err 42 (1.0e-005)
515.485 .... 1799 packets received, 7154 bps, 89.42%, Err 42 (1.0e-005)
521.449 .... 1804 packets received, 7092 bps, 88.64%, Err 45 (1.1e-005)
523.565 .... 1808 packets received, 7079 bps, 88.48%, Err 46 (1.1e-005)
525.669 .... 1816 packets received, 7081 bps, 88.52%, Err 47 (1.1e-005)
527.789 .... 1824 packets received, 7084 bps, 88.55%, Err 47 (1.1e-005)
529.878 .... 1832 packets received, 7087 bps, 88.59%, Err 47 (1.1e-005)
532.029 .... 1840 packets received, 7089 bps, 88.61%, Err 47 (1.1e-005)
534.116 .... 1848 packets received, 7092 bps, 88.65%, Err 47 (1.1e-005)
536.235 .... 1856 packets received, 7095 bps, 88.68%, Err 47 (1.1e-005)
538.339 .... 1864 packets received, 7097 bps, 88.72%, Err 47 (1.1e-005)
540.456 .... 1868 packets received, 7085 bps, 88.56%, Err 48 (1.1e-005)
542.574 .... 1876 packets received, 7087 bps, 88.59%, Err 48 (1.1e-005)
544.661 .... 1884 packets received, 7090 bps, 88.63%, Err 48 (1.1e-005)
546.784 .... 1892 packets received, 7093 bps, 88.66%, Err 48 (1.1e-005)
548.900 .... 1900 packets received, 7095 bps, 88.69%, Err 48 (1.1e-005)
551.031 .... 1908 packets received, 7097 bps, 88.72%, Err 48 (1.1e-005)
553.119 .... 1916 packets received, 7100 bps, 88.75%, Err 48 (1.1e-005)
555.266 .... 1924 packets received, 7102 bps, 88.78%, Err 48 (1.1e-005)
557.367 .... 1932 packets received, 7105 bps, 88.81%, Err 48 (1.1e-005)
559.488 .... 1940 packets received, 7107 bps, 88.84%, Err 48 (1.1e-005)
561.868 .... 1945 packets received, 7095 bps, 88.69%, Err 49 (1.1e-005)
563.957 .... 1953 packets received, 7098 bps, 88.73%, Err 49 (1.1e-005)
566.090 .... 1961 packets received, 7100 bps, 88.75%, Err 49 (1.1e-005)
568.193 .... 1969 packets received, 7103 bps, 88.79%, Err 49 (1.1e-005)
570.296 .... 1977 packets received, 7105 bps, 88.82%, Err 49 (1.1e-005)
572.413 .... 1985 packets received, 7108 bps, 88.85%, Err 49 (1.1e-005)
574.516 .... 1993 packets received, 7110 bps, 88.88%, Err 49 (1.1e-005)
576.636 .... 2001 packets received, 7113 bps, 88.91%, Err 49 (1.1e-005)
578.753 .... 2009 packets received, 7115 bps, 88.94%, Err 49 (1.1e-005)
580.846 .... 2011 packets received, 7096 bps, 88.70%, Err 50 (1.1e-005)
582.978 .... 2019 packets received, 7098 bps, 88.73%, Err 50 (1.1e-005)
585.081 .... 2027 packets received, 7101 bps, 88.76%, Err 50 (1.1e-005)
587.199 .... 2035 packets received, 7103 bps, 88.79%, Err 50 (1.1e-005)
589.302 .... 2043 packets received, 7106 bps, 88.82%, Err 50 (1.1e-005)
591.436 .... 2051 packets received, 7108 bps, 88.85%, Err 50 (1.1e-005)
593.540 .... 2059 packets received, 7110 bps, 88.88%, Err 50 (1.1e-005)
595.643 .... 2067 packets received, 7113 bps, 88.91%, Err 50 (1.1e-005)
597.770 .... 2075 packets received, 7115 bps, 88.93%, Err 50 (1.1e-005)
599.854 .... 2083 packets received, 7117 bps, 88.97%, Err 50 (1.0e-005)
601.975 .... 2091 packets received, 7119 bps, 88.99%, Err 50 (1.0e-005)
604.079 .... 2099 packets received, 7122 bps, 89.02%, Err 50 (1.0e-005)
606.216 .... 2107 packets received, 7124 bps, 89.05%, Err 50 (1.0e-005)
609.108 .... 2114 packets received, 7113 bps, 88.92%, Err 51 (1.1e-005)
611.257 .... 2122 packets received, 7115 bps, 88.94%, Err 51 (1.1e-005)
613.343 .... 2130 packets received, 7118 bps, 88.97%, Err 51 (1.0e-005)
615.492 .... 2138 packets received, 7119 bps, 88.99%, Err 51 (1.0e-005)
617.566 .... 2146 packets received, 7122 bps, 89.03%, Err 51 (1.0e-005)
619.749 .... 2152 packets received, 7117 bps, 88.96%, Err 51 (1.0e-005)
621.821 .... 2160 packets received, 7119 bps, 88.99%, Err 51 (1.0e-005)
623.954 .... 2168 packets received, 7121 bps, 89.02%, Err 51 (1.0e-005)
626.071 .... 2176 packets received, 7123 bps, 89.04%, Err 51 (1.0e-005)
628.177 .... 2184 packets received, 7126 bps, 89.07%, Err 52 (1.0e-005)
630.282 .... 2187 packets received, 7112 bps, 88.89%, Err 52 (1.0e-005)
632.416 .... 2195 packets received, 7113 bps, 88.92%, Err 52 (1.0e-005)
634.534 .... 2203 packets received, 7116 bps, 88.94%, Err 52 (1.0e-005)
636.653 .... 2211 packets received, 7118 bps, 88.97%, Err 52 (1.0e-005)
638.740 .... 2219 packets received, 7120 bps, 89.00%, Err 53 (1.0e-005)
640.875 .... 2222 packets received, 7106 bps, 88.82%, Err 53 (1.0e-005)
642.992 .... 2230 packets received, 7108 bps, 88.85%, Err 53 (1.0e-005)
645.112 .... 2238 packets received, 7110 bps, 88.87%, Err 53 (1.0e-005)
647.213 .... 2241 packets received, 7096 bps, 88.70%, Err 54 (1.1e-005)
649.351 .... 2249 packets received, 7098 bps, 88.73%, Err 54 (1.0e-005)
651.499 .... 2257 packets received, 7100 bps, 88.75%, Err 54 (1.0e-005)
653.600 .... 2265 packets received, 7102 bps, 88.78%, Err 54 (1.0e-005)
655.737 .... 2273 packets received, 7104 bps, 88.80%, Err 54 (1.0e-005)
657.482 ** WARNING: System too busy, sleep 15 ms, but be awakened 86 ms later
657.861 .... 2281 packets received, 7106 bps, 88.83%, Err 54 (1.0e-005)
659.937 .... 2289 packets received, 7109 bps, 88.86%, Err 54 (1.0e-005)
662.046 .... 2292 packets received, 7095 bps, 88.69%, Err 55 (1.0e-005)
664.169 .... 2300 packets received, 7097 bps, 88.71%, Err 55 (1.0e-005)
664.803 ** WARNING: System too busy, sleep 15 ms, but be awakened 72 ms later
666.292 .... 2308 packets received, 7099 bps, 88.74%, Err 55 (1.0e-005)
668.400 .... 2316 packets received, 7101 bps, 88.77%, Err 55 (1.0e-005)
670.523 .... 2323 packets received, 7100 bps, 88.75%, Err 55 (1.0e-005)
672.645 .... 2329 packets received, 7096 bps, 88.70%, Err 55 (1.0e-005)
674.798 .... 2337 packets received, 7098 bps, 88.72%, Err 55 (1.0e-005)
676.874 .... 2345 packets received, 7100 bps, 88.75%, Err 55 (1.0e-005)
678.994 .... 2353 packets received, 7102 bps, 88.78%, Err 55 (1.0e-005)
681.084 .... 2361 packets received, 7104 bps, 88.80%, Err 55 (1.0e-005)
683.220 .... 2369 packets received, 7106 bps, 88.83%, Err 55 (1.0e-005)
685.323 .... 2377 packets received, 7108 bps, 88.85%, Err 55 (1.0e-005)
687.440 .... 2385 packets received, 7110 bps, 88.88%, Err 55 (1.0e-005)
689.551 .... 2393 packets received, 7112 bps, 88.90%, Err 55 (1.0e-005)
691.656 .... 2401 packets received, 7114 bps, 88.93%, Err 55 (1.0e-005)
693.762 .... 2409 packets received, 7116 bps, 88.95%, Err 55 (1.0e-005)
696.161 .... 2412 packets received, 7100 bps, 88.76%, Err 56 (1.0e-005)
698.311 .... 2420 packets received, 7102 bps, 88.78%, Err 56 (1.0e-005)
700.459 .... 2428 packets received, 7104 bps, 88.80%, Err 56 (1.0e-005)
702.592 .... 2436 packets received, 7105 bps, 88.82%, Err 56 (1.0e-005)
704.681 .... 2444 packets received, 7108 bps, 88.85%, Err 56 (1.0e-005)
707.836 .... 2452 packets received, 7099 bps, 88.74%, Err 57 (1.0e-005)
709.959 .... 2460 packets received, 7101 bps, 88.76%, Err 57 (1.0e-005)
712.077 .... 2468 packets received, 7103 bps, 88.79%, Err 57 (1.0e-005)
715.247 .... 2476 packets received, 7094 bps, 88.68%, Err 58 (1.0e-005)
717.351 .... 2484 packets received, 7096 bps, 88.70%, Err 58 (1.0e-005)
719.470 .... 2492 packets received, 7098 bps, 88.73%, Err 58 (1.0e-005)
721.588 .... 2500 packets received, 7100 bps, 88.75%, Err 58 (1.0e-005)
723.674 .... 2508 packets received, 7102 bps, 88.78%, Err 58 (1.0e-005)
