GBN af 
=========================================================================
                          Station A                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "GBN-A.log", TCP port 59144, debug mask 0x00
Station A is waiting for station B on TCP port 59144 ... Done.
New epoch: Tue May 23 03:56:10 2017
=========================================================================
Designed by LXS, build: May 22 2017  23:29:19
2.704 .... 4 packets received, 3385 bps, 42.31%, Err 1 (4.7e-005)
176.981 .... 615 packets received, 7128 bps, 89.10%, Err 12 (8.7e-006)
179.863 .... 620 packets received, 7071 bps, 88.38%, Err 14 (1.0e-005)
182.019 .... 622 packets received, 7009 bps, 87.62%, Err 14 (9.8e-006)
184.120 .... 630 packets received, 7018 bps, 87.73%, Err 14 (9.7e-006)
186.239 .... 638 packets received, 7027 bps, 87.83%, Err 14 (9.6e-006)
188.356 .... 646 packets received, 7035 bps, 87.93%, Err 14 (9.5e-006)
190.443 .... 654 packets received, 7044 bps, 88.04%, Err 14 (9.4e-006)
192.545 .... 657 packets received, 6998 bps, 87.48%, Err 15 (9.9e-006)
195.749 .... 664 packets received, 6957 bps, 86.96%, Err 17 (1.1e-005)
197.868 .... 672 packets received, 6965 bps, 87.07%, Err 17 (1.1e-005)
199.974 .... 680 packets received, 6974 bps, 87.18%, Err 17 (1.1e-005)
202.077 .... 688 packets received, 6983 bps, 87.28%, Err 17 (1.1e-005)
204.249 .... 696 packets received, 6988 bps, 87.36%, Err 17 (1.1e-005)
206.421 .... 703 packets received, 6984 bps, 87.31%, Err 17 (1.1e-005)
208.538 .... 711 packets received, 6992 bps, 87.40%, Err 17 (1.0e-005)
210.660 .... 719 packets received, 6999 bps, 87.49%, Err 17 (1.0e-005)
212.731 .... 726 packets received, 6999 bps, 87.48%, Err 17 (1.0e-005)
215.649 .... 732 packets received, 6961 bps, 87.01%, Err 18 (1.1e-005)
217.767 .... 740 packets received, 6968 bps, 87.11%, Err 18 (1.1e-005)
219.916 .... 748 packets received, 6975 bps, 87.19%, Err 18 (1.0e-005)
223.043 .... 756 packets received, 6951 bps, 86.88%, Err 19 (1.1e-005)
225.193 .... 764 packets received, 6957 bps, 86.96%, Err 19 (1.1e-005)
227.284 .... 772 packets received, 6965 bps, 87.06%, Err 19 (1.1e-005)
229.416 .... 780 packets received, 6972 bps, 87.15%, Err 19 (1.1e-005)
231.502 .... 788 packets received, 6980 bps, 87.25%, Err 19 (1.0e-005)
233.636 .... 796 packets received, 6986 bps, 87.33%, Err 19 (1.0e-005)
235.725 .... 804 packets received, 6994 bps, 87.42%, Err 19 (1.0e-005)
237.899 .... 812 packets received, 6999 bps, 87.48%, Err 19 (1.0e-005)
239.949 .... 820 packets received, 7007 bps, 87.59%, Err 19 (1.0e-005)
242.093 .... 828 packets received, 7013 bps, 87.66%, Err 19 (1.0e-005)
244.260 .... 835 packets received, 7009 bps, 87.62%, Err 19 (9.9e-006)
246.367 .... 843 packets received, 7016 bps, 87.70%, Err 20 (1.0e-005)
251.033 .... 844 packets received, 6893 bps, 86.17%, Err 22 (1.1e-005)
253.172 .... 852 packets received, 6900 bps, 86.25%, Err 22 (1.1e-005)
255.313 .... 860 packets received, 6906 bps, 86.33%, Err 22 (1.1e-005)
257.383 .... 868 packets received, 6914 bps, 86.43%, Err 22 (1.1e-005)
259.504 .... 876 packets received, 6921 bps, 86.51%, Err 22 (1.1e-005)
261.598 .... 884 packets received, 6928 bps, 86.60%, Err 22 (1.1e-005)
263.721 .... 892 packets received, 6935 bps, 86.68%, Err 22 (1.1e-005)
265.843 .... 900 packets received, 6941 bps, 86.76%, Err 22 (1.1e-005)
267.953 .... 908 packets received, 6947 bps, 86.84%, Err 22 (1.1e-005)
270.058 .... 916 packets received, 6954 bps, 86.92%, Err 22 (1.0e-005)
272.179 .... 924 packets received, 6960 bps, 87.00%, Err 22 (1.0e-005)
274.268 .... 932 packets received, 6967 bps, 87.08%, Err 22 (1.0e-005)
276.404 .... 940 packets received, 6972 bps, 87.15%, Err 22 (1.0e-005)
278.514 .... 948 packets received, 6978 bps, 87.23%, Err 22 (1.0e-005)
280.618 .... 956 packets received, 6984 bps, 87.30%, Err 23 (1.0e-005)
282.758 .... 959 packets received, 6953 bps, 86.91%, Err 23 (1.0e-005)
284.895 .... 967 packets received, 6958 bps, 86.98%, Err 23 (1.0e-005)
286.981 .... 975 packets received, 6965 bps, 87.06%, Err 23 (1.0e-005)
289.085 .... 983 packets received, 6971 bps, 87.14%, Err 23 (1.0e-005)
292.247 .... 990 packets received, 6944 bps, 86.81%, Err 24 (1.0e-005)
294.382 .... 998 packets received, 6950 bps, 86.87%, Err 24 (1.0e-005)
296.853 .... 1006 packets received, 6947 bps, 86.84%, Err 24 (1.0e-005)
298.938 .... 1014 packets received, 6953 bps, 86.92%, Err 24 (1.0e-005)
301.064 .... 1022 packets received, 6959 bps, 86.98%, Err 24 (1.0e-005)
303.150 .... 1030 packets received, 6965 bps, 87.06%, Err 24 (1.0e-005)
305.258 .... 1038 packets received, 6971 bps, 87.13%, Err 24 (1.0e-005)
307.391 .... 1046 packets received, 6975 bps, 87.19%, Err 24 (1.0e-005)
309.517 .... 1049 packets received, 6947 bps, 86.84%, Err 25 (1.0e-005)
311.619 .... 1057 packets received, 6953 bps, 86.91%, Err 25 (1.0e-005)
313.737 .... 1065 packets received, 6958 bps, 86.98%, Err 25 (1.0e-005)
315.861 .... 1073 packets received, 6963 bps, 87.04%, Err 25 (1.0e-005)
317.993 .... 1081 packets received, 6968 bps, 87.10%, Err 26 (1.0e-005)
320.064 .... 1089 packets received, 6974 bps, 87.18%, Err 26 (1.0e-005)
322.169 .... 1097 packets received, 6980 bps, 87.25%, Err 26 (1.0e-005)
324.319 .... 1105 packets received, 6984 bps, 87.30%, Err 26 (1.0e-005)
326.439 .... 1113 packets received, 6989 bps, 87.36%, Err 26 (1.0e-005)
328.526 .... 1121 packets received, 6994 bps, 87.43%, Err 26 (1.0e-005)
330.613 .... 1128 packets received, 6993 bps, 87.42%, Err 26 (1.0e-005)
333.814 .... 1135 packets received, 6969 bps, 87.12%, Err 27 (1.0e-005)
335.903 .... 1143 packets received, 6975 bps, 87.18%, Err 27 (1.0e-005)
338.053 .... 1151 packets received, 6979 bps, 87.24%, Err 27 (1.0e-005)
340.156 .... 1159 packets received, 6984 bps, 87.30%, Err 27 (1.0e-005)
342.295 .... 1167 packets received, 6988 bps, 87.35%, Err 27 (1.0e-005)
344.364 .... 1175 packets received, 6994 bps, 87.42%, Err 27 (1.0e-005)
346.485 .... 1183 packets received, 6998 bps, 87.48%, Err 27 (9.9e-006)
348.645 .... 1190 packets received, 6996 bps, 87.45%, Err 27 (9.9e-006)
350.737 .... 1198 packets received, 7001 bps, 87.51%, Err 27 (9.8e-006)
353.643 .... 1203 packets received, 6972 bps, 87.15%, Err 28 (1.0e-005)
355.792 .... 1211 packets received, 6976 bps, 87.20%, Err 28 (1.0e-005)
357.911 .... 1219 packets received, 6981 bps, 87.26%, Err 28 (1.0e-005)
360.038 .... 1227 packets received, 6985 bps, 87.31%, Err 28 (9.9e-006)
363.422 .... 1235 packets received, 6965 bps, 87.06%, Err 30 (1.1e-005)
365.546 .... 1243 packets received, 6969 bps, 87.12%, Err 30 (1.0e-005)
367.679 .... 1251 packets received, 6974 bps, 87.17%, Err 30 (1.0e-005)
369.798 .... 1259 packets received, 6978 bps, 87.22%, Err 30 (1.0e-005)
371.885 .... 1267 packets received, 6983 bps, 87.29%, Err 30 (1.0e-005)
374.030 .... 1275 packets received, 6987 bps, 87.33%, Err 30 (1.0e-005)
376.150 .... 1283 packets received, 6991 bps, 87.38%, Err 30 (1.0e-005)
378.320 .... 1290 packets received, 6989 bps, 87.36%, Err 30 (1.0e-005)
380.475 .... 1298 packets received, 6992 bps, 87.40%, Err 30 (1.0e-005)
382.576 .... 1306 packets received, 6996 bps, 87.46%, Err 30 (1.0e-005)
384.740 .... 1314 packets received, 7000 bps, 87.50%, Err 30 (9.9e-006)
386.841 .... 1322 packets received, 7004 bps, 87.55%, Err 30 (9.9e-006)
388.943 .... 1330 packets received, 7008 bps, 87.60%, Err 30 (9.8e-006)
391.034 .... 1338 packets received, 7013 bps, 87.66%, Err 30 (9.8e-006)
393.155 .... 1342 packets received, 6996 bps, 87.45%, Err 31 (1.0e-005)
395.294 .... 1350 packets received, 6999 bps, 87.49%, Err 31 (1.0e-005)
397.403 .... 1358 packets received, 7003 bps, 87.54%, Err 31 (9.9e-006)
399.554 .... 1365 packets received, 7002 bps, 87.52%, Err 31 (9.9e-006)
401.591 .... 1373 packets received, 7007 bps, 87.59%, Err 31 (9.8e-006)
403.749 .... 1381 packets received, 7010 bps, 87.62%, Err 31 (9.8e-006)
405.847 .... 1389 packets received, 7014 bps, 87.68%, Err 31 (9.7e-006)
407.962 .... 1397 packets received, 7018 bps, 87.72%, Err 31 (9.7e-006)
410.267 .... 1405 packets received, 7018 bps, 87.73%, Err 31 (9.6e-006)
413.472 .... 1412 packets received, 6999 bps, 87.48%, Err 32 (9.9e-006)
415.575 .... 1420 packets received, 7003 bps, 87.53%, Err 32 (9.8e-006)
417.726 .... 1428 packets received, 7006 bps, 87.57%, Err 32 (9.8e-006)
419.802 .... 1436 packets received, 7010 bps, 87.63%, Err 32 (9.7e-006)
421.920 .... 1444 packets received, 7014 bps, 87.67%, Err 32 (9.7e-006)
424.024 .... 1452 packets received, 7018 bps, 87.72%, Err 32 (9.6e-006)
426.127 .... 1460 packets received, 7022 bps, 87.77%, Err 32 (9.6e-006)
428.272 .... 1468 packets received, 7025 bps, 87.81%, Err 32 (9.5e-006)
430.375 .... 1476 packets received, 7028 bps, 87.85%, Err 32 (9.5e-006)
432.482 .... 1484 packets received, 7032 bps, 87.90%, Err 32 (9.4e-006)
434.649 .... 1491 packets received, 7030 bps, 87.87%, Err 32 (9.4e-006)
436.791 .... 1499 packets received, 7033 bps, 87.91%, Err 32 (9.3e-006)
438.871 .... 1507 packets received, 7037 bps, 87.96%, Err 32 (9.3e-006)
440.994 .... 1515 packets received, 7040 bps, 88.00%, Err 32 (9.2e-006)
443.103 .... 1523 packets received, 7044 bps, 88.05%, Err 32 (9.2e-006)
445.240 .... 1531 packets received, 7047 bps, 88.08%, Err 32 (9.2e-006)
447.343 .... 1534 packets received, 7027 bps, 87.84%, Err 34 (9.7e-006)
449.478 .... 1542 packets received, 7030 bps, 87.88%, Err 34 (9.6e-006)
451.578 .... 1550 packets received, 7034 bps, 87.92%, Err 34 (9.6e-006)
453.780 .... 1557 packets received, 7031 bps, 87.89%, Err 34 (9.5e-006)
455.885 .... 1565 packets received, 7035 bps, 87.94%, Err 34 (9.5e-006)
457.990 .... 1568 packets received, 7016 bps, 87.70%, Err 35 (9.7e-006)
460.131 .... 1576 packets received, 7019 bps, 87.74%, Err 35 (9.7e-006)
462.234 .... 1582 packets received, 7014 bps, 87.67%, Err 35 (9.7e-006)
468.705 .... 1590 packets received, 6952 bps, 86.90%, Err 37 (1.0e-005)
470.860 .... 1598 packets received, 6955 bps, 86.93%, Err 37 (1.0e-005)
472.996 .... 1606 packets received, 6958 bps, 86.97%, Err 37 (1.0e-005)
475.085 .... 1614 packets received, 6962 bps, 87.02%, Err 37 (1.0e-005)
477.219 .... 1622 packets received, 6965 bps, 87.06%, Err 37 (9.9e-006)
479.324 .... 1630 packets received, 6969 bps, 87.11%, Err 37 (9.9e-006)
481.425 .... 1638 packets received, 6972 bps, 87.15%, Err 37 (9.8e-006)
483.565 .... 1646 packets received, 6975 bps, 87.19%, Err 37 (9.8e-006)
485.668 .... 1654 packets received, 6979 bps, 87.23%, Err 37 (9.7e-006)
487.770 .... 1662 packets received, 6982 bps, 87.28%, Err 37 (9.7e-006)
489.852 .... 1670 packets received, 6986 bps, 87.33%, Err 37 (9.6e-006)
491.994 .... 1678 packets received, 6989 bps, 87.36%, Err 37 (9.6e-006)
494.383 .... 1682 packets received, 6972 bps, 87.15%, Err 38 (9.8e-006)
496.502 .... 1690 packets received, 6975 bps, 87.19%, Err 38 (9.8e-006)
498.620 .... 1698 packets received, 6978 bps, 87.23%, Err 39 (1.0e-005)
503.272 .... 1699 packets received, 6918 bps, 86.47%, Err 40 (1.0e-005)
505.396 .... 1707 packets received, 6921 bps, 86.51%, Err 40 (1.0e-005)
507.508 .... 1715 packets received, 6925 bps, 86.56%, Err 40 (1.0e-005)
509.673 .... 1722 packets received, 6923 bps, 86.54%, Err 40 (1.0e-005)
511.813 .... 1729 packets received, 6922 bps, 86.53%, Err 40 (1.0e-005)
513.878 .... 1737 packets received, 6926 bps, 86.58%, Err 40 (1.0e-005)
515.997 .... 1745 packets received, 6930 bps, 86.62%, Err 40 (9.9e-006)
518.124 .... 1753 packets received, 6933 bps, 86.66%, Err 40 (9.9e-006)
520.227 .... 1761 packets received, 6936 bps, 86.70%, Err 40 (9.8e-006)
522.361 .... 1768 packets received, 6935 bps, 86.69%, Err 40 (9.8e-006)
524.464 .... 1776 packets received, 6939 bps, 86.74%, Err 40 (9.8e-006)
526.549 .... 1784 packets received, 6943 bps, 86.78%, Err 40 (9.7e-006)
529.718 .... 1791 packets received, 6928 bps, 86.60%, Err 41 (9.9e-006)
531.843 .... 1793 packets received, 6908 bps, 86.35%, Err 42 (1.0e-005)
533.961 .... 1801 packets received, 6911 bps, 86.39%, Err 42 (1.0e-005)
536.110 .... 1809 packets received, 6914 bps, 86.43%, Err 42 (1.0e-005)
538.255 .... 1817 packets received, 6917 bps, 86.46%, Err 42 (1.0e-005)
540.421 .... 1824 packets received, 6916 bps, 86.45%, Err 42 (1.0e-005)
542.524 .... 1832 packets received, 6919 bps, 86.49%, Err 42 (9.9e-006)
544.644 .... 1840 packets received, 6922 bps, 86.53%, Err 42 (9.9e-006)
546.731 .... 1848 packets received, 6926 bps, 86.58%, Err 42 (9.8e-006)
548.835 .... 1856 packets received, 6929 bps, 86.62%, Err 42 (9.8e-006)
552.025 .... 1863 packets received, 6915 bps, 86.44%, Err 43 (1.0e-005)
554.146 .... 1870 packets received, 6915 bps, 86.43%, Err 43 (9.9e-006)
556.302 .... 1878 packets received, 6917 bps, 86.47%, Err 43 (9.9e-006)
559.724 .... 1886 packets received, 6904 bps, 86.30%, Err 44 (1.0e-005)
561.847 .... 1894 packets received, 6907 bps, 86.34%, Err 44 (1.0e-005)
564.218 .... 1898 packets received, 6893 bps, 86.16%, Err 45 (1.0e-005)
566.344 .... 1906 packets received, 6896 bps, 86.20%, Err 45 (1.0e-005)
568.466 .... 1914 packets received, 6899 bps, 86.24%, Err 45 (1.0e-005)
570.553 .... 1922 packets received, 6902 bps, 86.28%, Err 45 (1.0e-005)
572.705 .... 1930 packets received, 6905 bps, 86.31%, Err 45 (1.0e-005)
574.797 .... 1938 packets received, 6909 bps, 86.36%, Err 45 (1.0e-005)
576.915 .... 1942 packets received, 6897 bps, 86.22%, Err 46 (1.0e-005)
579.039 .... 1950 packets received, 6900 bps, 86.25%, Err 47 (1.0e-005)
581.157 .... 1958 packets received, 6903 bps, 86.29%, Err 47 (1.0e-005)
583.243 .... 1966 packets received, 6907 bps, 86.33%, Err 47 (1.0e-005)
585.379 .... 1974 packets received, 6910 bps, 86.37%, Err 47 (1.0e-005)
587.466 .... 1982 packets received, 6913 bps, 86.41%, Err 47 (1.0e-005)
589.583 .... 1990 packets received, 6916 bps, 86.45%, Err 47 (1.0e-005)
591.737 .... 1998 packets received, 6918 bps, 86.48%, Err 47 (1.0e-005)
593.908 .... 2000 packets received, 6900 bps, 86.25%, Err 48 (1.0e-005)
596.039 .... 2007 packets received, 6899 bps, 86.24%, Err 48 (1.0e-005)
598.127 .... 2015 packets received, 6903 bps, 86.28%, Err 48 (1.0e-005)
600.250 .... 2023 packets received, 6906 bps, 86.32%, Err 48 (1.0e-005)
602.375 .... 2031 packets received, 6908 bps, 86.36%, Err 48 (1.0e-005)
604.512 .... 2039 packets received, 6911 bps, 86.39%, Err 48 (1.0e-005)
606.616 .... 2047 packets received, 6914 bps, 86.43%, Err 48 (1.0e-005)
608.749 .... 2054 packets received, 6913 bps, 86.42%, Err 48 (1.0e-005)
610.839 .... 2062 packets received, 6917 bps, 86.46%, Err 49 (1.0e-005)
612.957 .... 2065 packets received, 6903 bps, 86.28%, Err 49 (1.0e-005)
615.079 .... 2073 packets received, 6906 bps, 86.32%, Err 49 (1.0e-005)
619.444 .... 2078 packets received, 6873 bps, 85.92%, Err 50 (1.0e-005)
621.564 .... 2086 packets received, 6876 bps, 85.95%, Err 50 (1.0e-005)
623.681 .... 2094 packets received, 6879 bps, 85.99%, Err 50 (1.0e-005)
626.854 .... 2101 packets received, 6867 bps, 85.84%, Err 51 (1.0e-005)
628.995 .... 2109 packets received, 6870 bps, 85.87%, Err 51 (1.0e-005)
631.215 .... 2117 packets received, 6872 bps, 85.90%, Err 51 (1.0e-005)
634.339 .... 2125 packets received, 6864 bps, 85.80%, Err 52 (1.0e-005)
636.472 .... 2133 packets received, 6866 bps, 85.83%, Err 53 (1.1e-005)
638.605 .... 2136 packets received, 6853 bps, 85.66%, Err 53 (1.1e-005)
640.723 .... 2144 packets received, 6856 bps, 85.70%, Err 53 (1.1e-005)
642.815 .... 2152 packets received, 6859 bps, 85.74%, Err 53 (1.1e-005)
644.933 .... 2160 packets received, 6862 bps, 85.78%, Err 53 (1.1e-005)
647.035 .... 2168 packets received, 6865 bps, 85.81%, Err 53 (1.0e-005)
649.175 .... 2176 packets received, 6868 bps, 85.85%, Err 53 (1.0e-005)
651.262 .... 2184 packets received, 6871 bps, 85.89%, Err 53 (1.0e-005)
653.394 .... 2192 packets received, 6874 bps, 85.92%, Err 53 (1.0e-005)
655.537 .... 2200 packets received, 6876 bps, 85.95%, Err 54 (1.1e-005)
657.682 .... 2203 packets received, 6863 bps, 85.79%, Err 54 (1.1e-005)
659.800 .... 2211 packets received, 6866 bps, 85.82%, Err 54 (1.0e-005)
661.918 .... 2219 packets received, 6869 bps, 85.86%, Err 54 (1.0e-005)
664.021 .... 2227 packets received, 6872 bps, 85.89%, Err 54 (1.0e-005)
666.159 .... 2235 packets received, 6874 bps, 85.93%, Err 54 (1.0e-005)
668.280 .... 2243 packets received, 6877 bps, 85.96%, Err 54 (1.0e-005)
670.365 .... 2251 packets received, 6880 bps, 86.00%, Err 54 (1.0e-005)
672.468 .... 2259 packets received, 6883 bps, 86.03%, Err 54 (1.0e-005)
674.586 .... 2267 packets received, 6885 bps, 86.07%, Err 54 (1.0e-005)
676.710 .... 2275 packets received, 6888 bps, 86.10%, Err 54 (1.0e-005)
678.844 .... 2283 packets received, 6890 bps, 86.13%, Err 54 (1.0e-005)
680.919 .... 2291 packets received, 6894 bps, 86.17%, Err 54 (1.0e-005)
683.053 .... 2299 packets received, 6896 bps, 86.20%, Err 54 (1.0e-005)
685.194 .... 2307 packets received, 6898 bps, 86.23%, Err 54 (1.0e-005)
687.306 .... 2315 packets received, 6901 bps, 86.26%, Err 54 (1.0e-005)
689.378 .... 2323 packets received, 6904 bps, 86.30%, Err 54 (1.0e-005)
691.513 .... 2331 packets received, 6906 bps, 86.33%, Err 54 (1.0e-005)
693.615 .... 2339 packets received, 6909 bps, 86.36%, Err 54 (1.0e-005)
695.958 .... 2343 packets received, 6898 bps, 86.22%, Err 55 (1.0e-005)
698.092 .... 2351 packets received, 6900 bps, 86.25%, Err 55 (1.0e-005)
700.242 .... 2359 packets received, 6902 bps, 86.28%, Err 55 (1.0e-005)
702.426 .... 2366 packets received, 6901 bps, 86.26%, Err 55 (1.0e-005)
704.513 .... 2374 packets received, 6904 bps, 86.30%, Err 56 (1.0e-005)
706.605 .... 2377 packets received, 6892 bps, 86.15%, Err 57 (1.0e-005)
708.776 .... 2385 packets received, 6894 bps, 86.18%, Err 57 (1.0e-005)
710.841 .... 2393 packets received, 6897 bps, 86.22%, Err 57 (1.0e-005)
712.944 .... 2401 packets received, 6900 bps, 86.25%, Err 58 (1.0e-005)
715.062 .... 2404 packets received, 6888 bps, 86.10%, Err 58 (1.0e-005)
717.187 .... 2412 packets received, 6890 bps, 86.13%, Err 58 (1.0e-005)
720.093 .... 2416 packets received, 6874 bps, 85.93%, Err 59 (1.0e-005)
722.240 .... 2424 packets received, 6876 bps, 85.95%, Err 59 (1.0e-005)
724.344 .... 2432 packets received, 6879 bps, 85.99%, Err 59 (1.0e-005)
726.466 .... 2440 packets received, 6881 bps, 86.02%, Err 59 (1.0e-005)
728.555 .... 2448 packets received, 6884 bps, 86.05%, Err 59 (1.0e-005)
731.494 .... 2454 packets received, 6873 bps, 85.92%, Err 60 (1.0e-005)
733.621 .... 2462 packets received, 6876 bps, 85.95%, Err 60 (1.0e-005)
735.787 .... 2468 packets received, 6872 bps, 85.90%, Err 60 (1.0e-005)
737.886 .... 2476 packets received, 6875 bps, 85.93%, Err 60 (1.0e-005)
